#cota		x		y
17.43091	6384281.343	6153513.454
22.6097	6383312.187	6146356.485
16.83842	6383513.37	6149463.447
20.22386	6384120.113	6150749.964
16.75046	6386566.129	6148397.372
18.15135	6386192.665	6146543.917
19.94667	6385046.149	6148301.277
15.00734	6384934.913	6151672.984
23.0834	6383189.776	6143245.403
19.00417	6386521.008	6148727.478
13.93795	6386499.849	6152355.513
13.79847	6387899.885	6149601.027
19.25437	6384780.481	6148762.556
22.86178	6383551.374	6142972.034
9.81857	6386874.992	6152069.637
16.03012	6386556.72	6150591.158
15.81422	6385932.232	6153862.24
12.03529	6386647.253	6152309.902
14.15072	6387397.106	6149075.155
9.76302	6387358.666	6151964.518
21.2133	6385746.029	6147255.528
11.85604	6387176.295	6155160.494
15.62199	6385428.485	6152512.457
17.56266	6388629.529	6153658.465
10.36447	6388455.464	6154429.476
2.55715	6388284.773	6156672.526
16.24476	6384148.855	6149587.475
17.25478	6385017.902	6154304.478
18.16411	6385555.132	6149382.712
16.04446	6385320.388	6149348.013
13.42706	6388167.473	6153622.66
19.24496	6386559.443	6145821.275
18.76049	6383731.282	6153285.112
23.31741	6384294.426	6143453.321
19.0497	6385962.503	6148546.372
17.98648	6385035.699	6151877.647
20.50823	6386546.157	6155661.828
17.88866	6385913.341	6149741.662
22.17374	6385491.944	6146486.707
18.53495	6383772.528	6148222.816
19.89501	6386302.821	6145662.72
17.69886	6385145.745	6155045.712
18.9461	6388344.936	6151298.33
17.24652	6386768.319	6146051.753
14.88874	6386072.614	6152459.784
10.96377	6386457.438	6151900.118
14.73827	6384964.365	6151627.02
18.76519	6385767.663	6149279.276
16.37293	6388142.433	6150443.048
14.8448	6387105.383	6147524.247
19.0526	6383157.39	6148990.664
16.80466	6388932.779	6152447.197
15.84691	6388019.672	6151404.643
14.96299	6387141.746	6147044.199
19.93531	6387357.022	6146000.345
8.87859	6387107.066	6152627.662
20.29265	6388199.177	6146905.78
15.13648	6385297.393	6154497.606
17.28707	6383978.435	6149198.265
24.05944	6382603.145	6143585.695
24.99463	6383977.351	6141168.123
10.24108	6385949.154	6154687.306
14.74452	6387914.323	6152419.774
20.23342	6383082.076	6149828.529
16.97921	6383822.598	6149291.636
13.97575	6388267.011	6153471.591
23.00686	6384251.677	6143522.338
14.50282	6388524.06	6152635.041
16.03012	6386556.72	6150591.158
15.93108	6384210.623	6149629.333
13.30504	6386877.456	6155135.568
11.92712	6387722.01	6150284.618
15.90566	6386110.089	6150589.092
18.15266	6387028.029	6149308.435
9.8987	6387034.419	6154149.978
18.9461	6388344.936	6151298.33
19.97871	6383729.875	6152695.893
14.81637	6386661.588	6153725.888
13.90186	6386511.948	6153022.063
19.1063	6384821.555	6150992.474
12.57923	6386315.634	6154102.507
13.47589	6386069.763	6154935.749
18.45586	6384857.369	6149043.61
15.19994	6385437.999	6149814.175
22.26695	6383944.84	6146364.801
12.71658	6386456.766	6152592.294
18.73754	6384055.214	6153022.706
15.45613	6387268.764	6150003.503
20.8149	6383383.439	6147720.032
12.00557	6385954.844	6151068.579
14.42005	6387586.653	6147820.718
21.10555	6382761.928	6149135.89
18.54969	6388250.791	6151241.333
19.79221	6383334.655	6149820.215
17.26369	6387995.232	6147596.216
24.00516	6384229.592	6145084.86
18.09121	6383484.882	6149044.468
6.24935	6388055.842	6155518.842
23.53927	6383645.363	6144633.206
18.07108	6384864.904	6149349.631
13.591	6384743.658	6153278.108
18.78643	6383652.99	6148440.309
18.21234	6384790.828	6149302.479
17.43542	6385793.825	6149786.011
23.29011	6383895.789	6145970.341
13.88959	6387453.138	6148675.041
19.01874	6385545.05	6147866.552
19.71399	6384361.776	6148504.717
15.92957	6385710.734	6153902.647
18.36142	6384419.991	6155010.187
19.01874	6385545.05	6147866.552
23.95122	6384097.932	6145000.496
13.718	6384546.637	6153113.906
18.65723	6384643.394	6151787.166
11.24578	6386370.435	6154277.193
19.58905	6384728.314	6148605.299
14.03158	6387390.246	6148898.747
8.17236	6387022.781	6154472.721
16.37293	6388142.433	6150443.048
15.13437	6385176.14	6150131.355
10.53535	6386790.659	6152264.172
14.63304	6386682.08	6151117.424
17.36846	6388477.34	6150902.654
15.94092	6386597.53	6146711.833
16.42636	6385089.076	6154446.282
20.30879	6384495.068	6148284.604
21.98064	6387125.739	6143834.82
16.94576	6384069.441	6149198.985
23.18822	6383773.248	6144378.957
23.66914	6383970.633	6144914.112
20.13718	6384554.119	6155208.248
22.77973	6384530.307	6146374.937
18.87695	6385975.844	6148735.825
11.34249	6387736.959	6151660.268
13.54686	6384567.32	6153247.562
21.1567	6383746.881	6146939.661
18.53431	6384042.524	6152811.264
11.11758	6388136.8	6153008.578
22.00037	6386777.975	6144700.714
13.90186	6386511.948	6153022.063
13.04179	6388054.645	6150761.873
10.36717	6385872.789	6154636.648
22.00082	6387252.578	6144509.804
15.68269	6385141.263	6152888.931
5.9473	6387619.072	6154468.519
21.38144	6383752.769	6146508.706
22.00538	6387498.017	6144796.578
7.0136	6388544.398	6155018.789
17.408	6385747.126	6153222.927
15.18865	6384740.348	6149855.841
23.67655	6384333.435	6143389.277
20.94504	6384176.546	6147055.543
15.77304	6384498.235	6149477.882
16.02268	6386764.682	6148347.293
20.26539	6387585.693	6145913.16
22.92893	6384800.99	6146334.939
18.80732	6387670.958	6147042.023
15.14879	6386213.744	6153774.994
11.88217	6387551.73	6156124.697
20.78844	6385037.884	6147185.006
21.16732	6387399.897	6145035.358
18.69368	6383271.49	6149624.268
21.99392	6387199.376	6144333.129
8.78391	6387519.261	6152753.067
17.72291	6384156.209	6152417.867
14.14875	6385354.766	6153504.796
17.06869	6388240.087	6152631.56
18.85828	6383391.039	6148770.58
23.96651	6383052.874	6144026.641
20.10941	6385425.93	6148560.338
9.08583	6387834.401	6153253.615
19.35827	6388628.155	6151066.939
13.63468	6385322.547	6151567.326
18.29941	6388437.146	6151359.101
15.13666	6384396.671	6149313.473
22.11594	6384094.498	6144588.455
20.92719	6383627.13	6146696.006
23.68948	6383608.275	6144688.402
17.89417	6386698.237	6149352.398
14.7842	6385991.468	6151861.189
16.43198	6383918.326	6149435.54
17.7412	6386054.609	6148276.048
22.77032	6384594.671	6146418.087
21.58644	6385546.054	6146851.432
10.1846	6387114.663	6151552.008
18.00132	6386042.222	6148422.719
14.22484	6387483.416	6149213.668
15.62576	6386009.325	6153804.316
14.66035	6384368.596	6149484.176
18.17126	6384536.073	6150822.412
10.28023	6386237.072	6154726.582
13.37122	6387831.207	6149716.389
15.42547	6386339.148	6152904.96
17.88135	6384936.586	6151185.966
21.93158	6384432.638	6147222.25
22.25835	6385335.889	6146487.041
10.16325	6387252.446	6151497.698
14.50582	6387292.271	6148887.938
17.34563	6385959.037	6153417.627
16.48598	6385668.983	6153683.041
13.49292	6385321.205	6153555.12
11.98478	6386464.17	6154152.956
18.58926	6383642.061	6148672.053
17.69215	6385943.576	6153243.173
16.9942	6387500.752	6147247.991
18.23189	6386280.632	6155475.852
10.96377	6386457.438	6151900.118
14.76401	6384891.26	6150484.924
20.6445	6387656.516	6145886.271
14.54626	6386151.263	6155486.994
17.59813	6383903.049	6153260.961
16.1707	6385004.673	6153683.849
14.19072	6384749.024	6153105.261
24.09189	6383808.648	6145303.098
21.64585	6384879.066	6146973.731
18.96266	6384424.012	6151091.144
6.91953	6387765.018	6153801.693
8.93866	6387127.594	6155016.001
8.12736	6386752.005	6154630.182
16.05034	6388226.24	6148741.701
18.59805	6384504.146	6151522.666
7.04086	6387462.609	6153607.951
16.71621	6384440.067	6148980.996
19.20324	6386031.538	6147910.253
19.2113	6385807.83	6147764.523
13.89785	6385258.489	6151526.959
6.73614	6388278.198	6154939.322
14.59037	6384681.521	6149947.95
18.50199	6388499.932	6150295.69
