 5.80000000e+01 3.00000000e+00 6.38368054e+06 6.15510533e+06 1.83797001e+01
 4.50000000e+01 1.00000000e+00 6.38677901e+06 6.15027671e+06 1.50996543e+01
 3.30000000e+01 2.00000000e+00 6.38613503e+06 6.14877192e+06 1.81543087e+01
 6.70000000e+01 3.00000000e+00 6.38779784e+06 6.15551309e+06 9.09317003e+00
 4.90000000e+01 3.00000000e+00 6.38828000e+06 6.15525731e+06 6.75314197e+00
 5.00000000e+00 3.00000000e+00 6.38637769e+06 6.15497667e+06 1.27886214e+01
 1.40000000e+01 3.00000000e+00 6.38703733e+06 6.15435254e+06 1.05288011e+01
 3.50000000e+01 3.00000000e+00 6.38350552e+06 6.15340065e+06 1.91370991e+01
 3.40000000e+01 2.00000000e+00 6.38816398e+06 6.14512623e+06 2.03122031e+01
 1.70000000e+01 2.00000000e+00 6.38649232e+06 6.14742428e+06 1.78107307e+01
 3.90000000e+01 2.00000000e+00 6.38647432e+06 6.14572696e+06 1.95471110e+01
 2.80000000e+01 2.00000000e+00 6.38379861e+06 6.15005209e+06 1.86551666e+01
 1.00000000e+01 2.00000000e+00 6.38380269e+06 6.14665746e+06 2.10043711e+01
 2.60000000e+01 2.00000000e+00 6.38774754e+06 6.14554182e+06 2.06116432e+01
 5.70000000e+01 2.00000000e+00 6.38693847e+06 6.14492475e+06 2.12724861e+01
 2.70000000e+01 1.00000000e+00 6.38640586e+06 6.15061773e+06 1.56513045e+01
 8.00000000e+00 1.00000000e+00 6.38868922e+06 6.15315311e+06 1.58046280e+01
 6.90000000e+01 3.00000000e+00 6.38519243e+06 6.15447774e+06 1.53487457e+01
 5.20000000e+01 3.00000000e+00 6.38597110e+06 6.15389041e+06 1.47525231e+01
 4.60000000e+01 1.00000000e+00 6.38558841e+06 6.15221890e+06 1.62095736e+01
 5.00000000e+01 2.00000000e+00 6.38733914e+06 6.14440714e+06 2.16985523e+01
 6.10000000e+01 2.00000000e+00 6.38404456e+06 6.14099611e+06 2.37582672e+01
 5.00000000e+00 2.00000000e+00 6.38554471e+06 6.14384207e+06 2.11945376e+01
 3.40000000e+01 1.00000000e+00 6.38720515e+06 6.14878682e+06 1.53641081e+01
 1.00000000e+01 1.00000000e+00 6.38839625e+06 6.14844635e+06 1.71779909e+01
 1.50000000e+01 2.00000000e+00 6.38511831e+06 6.14894398e+06 1.81780129e+01
 3.80000000e+01 3.00000000e+00 6.38594373e+06 6.15573938e+06 1.87562812e+01
 3.40000000e+01 3.00000000e+00 6.38467908e+06 6.15242268e+06 1.73338010e+01
 5.40000000e+01 3.00000000e+00 6.38389715e+06 6.15319829e+06 1.74439168e+01
 6.60000000e+01 3.00000000e+00 6.38376989e+06 6.15259623e+06 1.85432591e+01
 4.10000000e+01 2.00000000e+00 6.38257297e+06 6.14401826e+06 2.34497665e+01
 4.70000000e+01 2.00000000e+00 6.38434345e+06 6.14407793e+06 2.07578870e+01
 2.30000000e+01 1.00000000e+00 6.38651509e+06 6.15205564e+06 1.26645529e+01
 1.80000000e+01 1.00000000e+00 6.38723128e+06 6.15114641e+06 1.24421110e+01
 4.70000000e+01 1.00000000e+00 6.38687801e+06 6.15247966e+06 1.18545418e+01
 4.20000000e+01 1.00000000e+00 6.38735944e+06 6.15259112e+06 1.14810397e+01
 5.10000000e+01 2.00000000e+00 6.38423279e+06 6.14852383e+06 1.81188769e+01
 4.00000000e+01 2.00000000e+00 6.38470198e+06 6.14955308e+06 1.68550626e+01
 2.20000000e+01 2.00000000e+00 6.38356263e+06 6.14920543e+06 1.75027060e+01
 6.00000000e+00 2.00000000e+00 6.38496068e+06 6.14646239e+06 2.21704304e+01
 5.80000000e+01 2.00000000e+00 6.38467434e+06 6.14681275e+06 2.13039508e+01
 5.50000000e+01 2.00000000e+00 6.38720568e+06 6.14599234e+06 1.87484671e+01
 1.60000000e+01 2.00000000e+00 6.38428844e+06 6.14779357e+06 1.90527924e+01
 4.60000000e+01 2.00000000e+00 6.38400959e+06 6.14522515e+06 2.33912748e+01
 2.50000000e+01 2.00000000e+00 6.38372886e+06 6.14573676e+06 2.32522218e+01
 3.20000000e+01 1.00000000e+00 6.38655776e+06 6.14915358e+06 1.76796566e+01
 2.60000000e+01 1.00000000e+00 6.38844612e+06 6.15103862e+06 1.79726052e+01
 2.90000000e+01 1.00000000e+00 6.38570482e+06 6.15140221e+06 1.32186879e+01
 4.00000000e+00 1.00000000e+00 6.38447965e+06 6.15109437e+06 1.81857565e+01
 3.30000000e+01 1.00000000e+00 6.38542990e+06 6.15112635e+06 1.45947084e+01
 4.90000000e+01 1.00000000e+00 6.38816143e+06 6.15003874e+06 1.48531709e+01
 7.40000000e+01 3.00000000e+00 6.38576386e+06 6.15485698e+06 1.31300491e+01
 4.40000000e+01 3.00000000e+00 6.38614010e+06 6.15441862e+06 1.18022909e+01
 2.40000000e+01 1.00000000e+00 6.38805205e+06 6.15193600e+06 1.64240828e+01
 1.30000000e+01 1.00000000e+00 6.38792702e+06 6.15235391e+06 1.45597637e+01
 4.00000000e+01 1.00000000e+00 6.38667131e+06 6.15316477e+06 1.32625784e+01
 1.60000000e+01 1.00000000e+00 6.38715754e+06 6.15320551e+06 1.11512196e+01
 2.10000000e+01 1.00000000e+00 6.38765158e+06 6.15334858e+06 1.00154539e+01
 1.80000000e+01 2.00000000e+00 6.38737416e+06 6.14713838e+06 1.65502655e+01
 3.80000000e+01 2.00000000e+00 6.38785064e+06 6.14747289e+06 1.74765558e+01
 3.60000000e+01 2.00000000e+00 6.38313482e+06 6.14109485e+06 2.39680829e+01
 3.00000000e+01 1.00000000e+00 6.38725150e+06 6.14987651e+06 1.56140203e+01
 8.50000000e+01 3.00000000e+00 6.38500344e+06 6.15295094e+06 1.59030124e+01
 5.30000000e+01 1.00000000e+00 6.38701586e+06 6.15100139e+06 1.31749154e+01
 5.40000000e+01 1.00000000e+00 6.38592955e+06 6.15290816e+06 1.54057020e+01
 6.60000000e+01 2.00000000e+00 6.38778723e+06 6.14555340e+06 2.06239130e+01
 6.50000000e+01 2.00000000e+00 6.38348588e+06 6.14726820e+06 2.05014599e+01
 4.10000000e+01 1.00000000e+00 6.38443198e+06 6.15191277e+06 1.90530661e+01
 2.00000000e+00 2.00000000e+00 6.38485469e+06 6.14819499e+06 1.96257163e+01
